nohup: 忽略输入
设备 cuda | arch vit_b_16 | scope per_env | image_size [224, 640] | seeds [0, 1, 2, 3, 4]
数据集：3 个域，2 个类 ['00', '01']
  域 00: 共   367 张   00:211  01:156   多数类基线 0.575
  域 01: 共   523 张   00:264  01:259   多数类基线 0.505
  域 02: 共   274 张   00:157  01:117   多数类基线 0.573
  合计   : 共  1164 张   多数类基线 0.543

[seed=0 size=224 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
[seed=1 size=640 env=01] 末轮 acc 0.886（记进汇总的是这个）   最好 epoch acc 0.924（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=1 size=640 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     0.7836    0.574    0.630     7.8
     2     0.6927    0.574    0.672     7.7
     3     0.6752    0.593    0.642     7.6
     4     0.6273    0.556    0.645     7.6
     5     0.6230    0.574    0.682     7.7
     6     0.6140    0.630    0.698     7.7
     7     0.5633    0.611    0.701     7.8
     8     0.5214    0.611    0.658     7.7
     9     0.4649    0.500    0.633     7.7
    10     0.4995    0.519    0.668     7.6
    11     0.3918    0.519    0.617     7.8
    12     0.3009    0.519    0.596     7.6
    13     0.3793    0.593    0.619     7.7
    14     0.2819    0.556    0.625     7.7
    15     0.2675    0.574    0.616     7.7
    16     0.2340    0.611    0.693     7.8
    17     0.1933    0.556    0.634     7.7
    18     0.2518    0.519    0.582     7.7
    19     0.2688    0.648    0.627     7.8
    20     0.2496    0.519    0.574     7.7
    21     0.1536    0.574    0.593     7.7
    22     0.1615    0.537    0.564     7.6
    23     0.1681    0.500    0.634     7.7
    24     0.1432    0.556    0.537     7.6
    25     0.1456    0.519    0.562     7.7
    26     0.1105    0.519    0.570     7.7
    27     0.1156    0.519    0.617     7.6
    28     0.1411    0.556    0.620     7.8
    29     0.2003    0.519    0.561     7.7
    30     0.1870    0.611    0.645     7.8
    31     0.2361    0.574    0.628     7.7
    32     0.1136    0.537    0.614     7.6
    33     0.1281    0.500    0.614     7.7
    34     0.1648    0.481    0.560     7.7
    35     0.1458    0.463    0.582     7.8
    36     0.1985    0.463    0.567     7.8
    37     0.1030    0.574    0.638     7.7
    38     0.1175    0.537    0.581     7.8
    39     0.0657    0.519    0.616     7.7
    40     0.0956    0.574    0.604     7.7
    41     0.1584    0.537    0.633     7.7
    42     0.1050    0.537    0.606     7.7
    43     0.1139    0.611    0.656     7.7
    44     0.1324    0.519    0.593     7.7
    45     0.1391    0.537    0.621     7.7
    46     0.0882    0.537    0.617     7.6
    47     0.0820    0.556    0.626     7.7
    48     0.0482    0.556    0.600     7.6
    49     0.0623    0.574    0.600     7.7
    50     0.1057    0.481    0.558     7.7
[seed=1 size=640 env=02] 末轮 acc 0.481（记进汇总的是这个）   最好 epoch acc 0.648（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=2 size=224 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
     1     0.8984    0.575    0.467     1.8
     2     0.7009    0.575    0.476     1.9
     3     0.6962    0.575    0.436     1.8
     4     0.6873    0.575    0.453     1.8
     5     0.6823    0.575    0.432     1.8
     6     0.6740    0.575    0.447     1.8
     7     0.6838    0.575    0.465     1.8
     8     0.6632    0.507    0.484     1.9
     9     0.6923    0.575    0.457     1.9
    10     0.7004    0.479    0.425     1.8
    11     0.6571    0.575    0.462     1.8
    12     0.6803    0.493    0.427     1.8
    13     0.6787    0.575    0.515     1.8
    14     0.6576    0.466    0.469     1.8
    15     0.6558    0.562    0.491     1.9
    16     0.6585    0.562    0.627     1.8
    17     0.6707    0.575    0.598     1.8
    18     0.6499    0.575    0.561     1.8
    19     0.6533    0.438    0.545     1.8
    20     0.6425    0.575    0.545     1.9
    21     0.6340    0.562    0.531     1.8
    22     0.6313    0.589    0.562     1.9
    23     0.6507    0.466    0.512     1.9
    24     0.6331    0.616    0.614     1.8
    25     0.6138    0.616    0.657     1.9
    26     0.6728    0.534    0.560     1.8
    27     0.6466    0.575    0.497     1.8
    28     0.6527    0.644    0.580     1.9
    29     0.6135    0.616    0.605     1.9
    30     0.6103    0.466    0.621     1.9
    31     0.6662    0.548    0.548     1.9
    32     0.6407    0.466    0.610     1.8
    33     0.6117    0.699    0.697     1.8
    34     0.6194    0.630    0.597     1.8
    35     0.6294    0.603    0.641     1.8
    36     0.6432    0.548    0.534     1.8
    37     0.6349    0.562    0.597     1.8
    38     0.6094    0.616    0.644     1.9
    39     0.5937    0.644    0.675     1.8
    40     0.6056    0.644    0.676     1.8
    41     0.6110    0.575    0.658     1.8
    42     0.5943    0.589    0.662     1.8
    43     0.5990    0.616    0.667     1.8
    44     0.6025    0.603    0.607     1.8
    45     0.5941    0.630    0.627     1.9
    46     0.5780    0.616    0.671     1.8
    47     0.5567    0.603    0.554     1.8
    48     0.5813    0.658    0.708     1.9
    49     0.5589    0.548    0.601     1.9
    50     0.5457    0.603    0.672     1.9
[seed=2 size=224 env=00] 末轮 acc 0.603（记进汇总的是这个）   最好 epoch acc 0.699（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=2 size=224 env=01] 训练 418 张 / 测试 105 张 / 每 epoch 26 个 batch
 epoch       loss      acc      auc       秒
     1     0.6942    0.505    0.765     2.4
     2     0.7123    0.629    0.794     2.4
     3     0.6572    0.762    0.870     2.4
     4     0.6043    0.771    0.840     2.4
     5     0.5836    0.838    0.962     2.4
     6     0.5861    0.724    0.843     2.4
     7     0.5367    0.800    0.975     2.4
     8     0.4104    0.886    0.951     2.4
     9     0.4657    0.857    0.939     2.4
    10     0.4772    0.905    0.971     2.4
    11     0.4055    0.733    0.936     2.4
    12     0.3793    0.895    0.980     2.4
    13     0.3542    0.886    0.982     2.4
    14     0.2947    0.876    0.981     2.4
    15     0.2889    0.895    0.963     2.4
    16     0.3004    0.867    0.968     2.4
    17     0.2964    0.838    0.933     2.4
    18     0.2901    0.876    0.960     2.4
    19     0.3181    0.905    0.968     2.4
    20     0.2583    0.867    0.977     2.4
    21     0.2283    0.914    0.975     2.4
    22     0.2682    0.819    0.960     2.4
    23     0.2160    0.857    0.940     2.4
    24     0.2256    0.914    0.975     2.4
    25     0.2402    0.905    0.974     2.4
    26     0.2344    0.924    0.953     2.4
    27     0.1736    0.838    0.962     2.4
    28     0.2906    0.895    0.939     2.4
    29     0.1866    0.905    0.978     2.4
    30     0.2327    0.867    0.972     2.4
    31     0.1993    0.905    0.963     2.4
    32     0.1741    0.867    0.971     2.4
    33     0.2152    0.848    0.944     2.4
    34     0.2444    0.867    0.955     2.4
    35     0.1962    0.905    0.947     2.4
    36     0.2089    0.905    0.961     2.4
    37     0.2034    0.924    0.966     2.4
    38     0.1888    0.819    0.962     2.4
    39     0.1308    0.857    0.952     2.4
    40     0.1648    0.886    0.960     2.4
    41     0.1778    0.790    0.948     2.4
    42     0.1553    0.838    0.942     2.4
    43     0.1419    0.867    0.955     2.4
    44     0.1495    0.790    0.899     2.4
    45     0.1804    0.876    0.904     2.4
    46     0.1870    0.876    0.923     2.4
    47     0.1524    0.838    0.935     2.4
    48     0.1391    0.876    0.950     2.4
    49     0.1531    0.838    0.939     2.4
    50     0.1455    0.886    0.942     2.4
[seed=2 size=224 env=01] 末轮 acc 0.886（记进汇总的是这个）   最好 epoch acc 0.924（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=2 size=224 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     0.8016    0.574    0.727     1.5
     2     0.6826    0.574    0.575     1.5
     3     0.6685    0.574    0.574     1.5
     4     0.6442    0.537    0.579     1.5
     5     0.6448    0.481    0.729     1.5
     6     0.6669    0.593    0.662     1.5
     7     0.6453    0.574    0.668     1.5
     8     0.6628    0.611    0.647     1.5
     9     0.6150    0.593    0.655     1.5
    10     0.5361    0.630    0.607     1.5
    11     0.5217    0.593    0.689     1.5
    12     0.4132    0.593    0.641     1.5
    13     0.4721    0.648    0.694     1.5
    14     0.3651    0.556    0.596     1.5
    15     0.3690    0.556    0.634     1.5
    16     0.3113    0.574    0.565     1.5
    17     0.2949    0.648    0.670     1.5
    18     0.2355    0.704    0.654     1.5
    19     0.2149    0.630    0.631     1.5
    20     0.3344    0.593    0.607     1.5
    21     0.1978    0.574    0.616     1.5
    22     0.2061    0.556    0.648     1.5
    23     0.2909    0.574    0.634     1.5
    24     0.2212    0.556    0.603     1.5
    25     0.2162    0.519    0.616     1.5
    26     0.2007    0.593    0.602     1.5
    27     0.2111    0.574    0.603     1.5
    28     0.1869    0.593    0.602     1.6
    29     0.1890    0.556    0.589     1.5
    30     0.1396    0.574    0.614     1.5
    31     0.1580    0.537    0.544     1.5
    32     0.1128    0.556    0.541     1.5
    33     0.1421    0.556    0.569     1.5
    34     0.1134    0.611    0.595     1.5
    35     0.1183    0.630    0.631     1.5
    36     0.1042    0.593    0.592     1.5
    37     0.1824    0.593    0.600     1.5
    38     0.1914    0.593    0.642     1.5
    39     0.1306    0.537    0.590     1.5
    40     0.1539    0.611    0.623     1.5
    41     0.0889    0.574    0.610     1.5
    42     0.1241    0.593    0.627     1.5
    43     0.1719    0.556    0.608     1.5
    44     0.1300    0.593    0.603     1.5
    45     0.1763    0.556    0.630     1.5
    46     0.0932    0.611    0.649     1.5
    47     0.1303    0.630    0.656     1.5
    48     0.1212    0.611    0.621     1.5
    49     0.1290    0.574    0.579     1.5
    50     0.1200    0.556    0.554     1.5
[seed=2 size=224 env=02] 末轮 acc 0.556（记进汇总的是这个）   最好 epoch acc 0.704（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=2 size=640 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
     1     0.8282    0.575    0.478    10.3
     2     0.6735    0.562    0.428    10.2
     3     0.6711    0.452    0.654    10.2
     4     0.6812    0.562    0.508    10.2
     5     0.6650    0.589    0.599    10.2
     6     0.6590    0.562    0.540    10.2
     7     0.6629    0.562    0.514    10.3
     8     0.6373    0.616    0.647    10.3
     9     0.5912    0.575    0.500    10.2
    10     0.6412    0.562    0.523    10.2
    11     0.6713    0.589    0.600    10.3
    12     0.6387    0.589    0.625    10.4
    13     0.6156    0.685    0.694    10.3
    14     0.5811    0.493    0.642    10.3
    15     0.6011    0.575    0.727    10.2
    16     0.5702    0.575    0.649    10.2
    17     0.5746    0.521    0.530    10.3
    18     0.5690    0.616    0.615    10.3
    19     0.5798    0.589    0.497    10.2
    20     0.6172    0.603    0.643    10.3
    21     0.5856    0.603    0.571    10.2
    22     0.5239    0.616    0.634    10.2
    23     0.5785    0.452    0.576    10.5
    24     0.5893    0.507    0.645    10.3
    25     0.5761    0.575    0.637    10.4
    26     0.4742    0.603    0.655    10.4
    27     0.5276    0.685    0.710    10.2
    28     0.4951    0.630    0.654    10.3
    29     0.4758    0.630    0.591    10.4
    30     0.5102    0.603    0.714    10.2
    31     0.4890    0.671    0.743    10.4
    32     0.4504    0.699    0.715    10.3
    33     0.5127    0.589    0.720    10.3
    34     0.5013    0.589    0.646    10.2
    35     0.4535    0.644    0.720    10.3
    36     0.3959    0.740    0.727    10.3
    37     0.4284    0.671    0.697    10.4
    38     0.4108    0.630    0.645    10.3
    39     0.3851    0.671    0.741    10.3
    40     0.3495    0.699    0.758    10.3
    41     0.3628    0.712    0.710    10.3
    42     0.3426    0.603    0.689    10.2
    43     0.4884    0.658    0.710    10.4
    44     0.3760    0.644    0.717    10.2
    45     0.4004    0.658    0.707    10.2
    46     0.2853    0.658    0.733    10.3
    47     0.2685    0.712    0.757    10.2
    48     0.3233    0.712    0.755    10.2
    49     0.2869    0.644    0.704    10.4
    50     0.2581    0.699    0.728    10.3
[seed=2 size=640 env=00] 末轮 acc 0.699（记进汇总的是这个）   最好 epoch acc 0.740（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=2 size=640 env=01] 训练 418 张 / 测试 105 张 / 每 epoch 26 个 batch
 epoch       loss      acc      auc       秒
     1     0.7634    0.514    0.774    14.4
     2     0.7016    0.590    0.837    14.5
     3     0.6501    0.781    0.910    14.6
     4     0.5583    0.867    0.954    14.4
     5     0.4660    0.914    0.974    14.6
     6     0.3871    0.762    0.938    14.5
     7     0.4644    0.629    0.926    14.6
     8     0.4001    0.771    0.906    14.6
     9     0.3528    0.876    0.968    14.4
    10     0.2749    0.905    0.985    14.6
    11     0.4327    0.905    0.975    14.5
    12     0.2832    0.867    0.968    14.4
    13     0.2206    0.848    0.985    14.4
    14     0.2580    0.857    0.966    14.5
    15     0.2075    0.905    0.965    14.4
    16     0.2197    0.857    0.959    14.6
    17     0.2597    0.924    0.972    14.4
    18     0.1729    0.905    0.954    14.7
    19     0.1549    0.914    0.969    14.5
    20     0.1273    0.867    0.960    14.4
    21     0.1388    0.867    0.960    14.6
    22     0.1967    0.762    0.926    14.6
    23     0.1850    0.886    0.967    14.3
    24     0.1142    0.867    0.942    14.6
    25     0.1489    0.790    0.936    14.4
    26     0.1065    0.829    0.930    14.5
    27     0.1402    0.905    0.968    14.5
    28     0.0969    0.876    0.949    14.5
    29     0.1496    0.857    0.946    14.4
    30     0.1320    0.838    0.944    14.3
    31     0.1172    0.857    0.960    14.5
    32     0.1447    0.895    0.948    14.5
    33     0.1241    0.914    0.967    14.5
    34     0.2997    0.886    0.946    14.3
    35     0.0921    0.886    0.961    14.5
    36     0.1109    0.857    0.948    14.4
    37     0.1332    0.790    0.944    14.4
    38     0.0834    0.848    0.954    14.4
    39     0.0621    0.800    0.943    14.5
    40     0.1373    0.771    0.939    14.4
    41     0.1281    0.848    0.950    14.4
    42     0.0910    0.857    0.951    14.4
    43     0.0390    0.848    0.949    14.6
    44     0.0749    0.838    0.950    14.4
    45     0.1097    0.895    0.964    14.6
    46     0.1464    0.895    0.955    14.5
    47     0.0727    0.914    0.968    14.3
    48     0.0659    0.876    0.957    14.4
    49     0.0264    0.905    0.967    14.5
    50     0.0684    0.876    0.951    14.4
[seed=2 size=640 env=01] 末轮 acc 0.876（记进汇总的是这个）   最好 epoch acc 0.924（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=2 size=640 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     0.7370    0.611    0.618     7.6
     2     0.6416    0.556    0.620     7.7
     3     0.6686    0.556    0.644     7.8
     4     0.6334    0.556    0.590     7.8
     5     0.5834    0.537    0.635     7.8
     6     0.5549    0.630    0.697     7.7
     7     0.4334    0.630    0.621     7.7
     8     0.5087    0.593    0.642     7.7
     9     0.3791    0.556    0.567     7.8
    10     0.3567    0.481    0.604     7.8
    11     0.3041    0.556    0.527     7.8
    12     0.2767    0.556    0.648     7.7
    13     0.2301    0.574    0.626     7.7
    14     0.1540    0.574    0.642     7.8
    15     0.1078    0.574    0.633     7.7
    16     0.2267    0.611    0.666     7.8
    17     0.1728    0.481    0.680     7.8
    18     0.1925    0.611    0.610     7.9
    19     0.1448    0.630    0.614     7.7
    20     0.0943    0.611    0.645     7.7
    21     0.1560    0.556    0.665     7.9
    22     0.2159    0.630    0.670     7.8
    23     0.1413    0.593    0.652     7.8
    24     0.1094    0.593    0.658     7.7
    25     0.1202    0.574    0.619     7.8
    26     0.0778    0.556    0.595     7.7
    27     0.1166    0.611    0.623     8.0
    28     0.1386    0.537    0.595     7.7
    29     0.1375    0.648    0.635     7.8
    30     0.0664    0.630    0.616     7.7
    31     0.0623    0.574    0.620     7.8
    32     0.0860    0.500    0.620     7.8
    33     0.1839    0.556    0.606     7.8
    34     0.1337    0.574    0.583     7.7
    35     0.0727    0.630    0.637     7.7
    36     0.0559    0.648    0.609     7.7
    37     0.0687    0.611    0.597     7.8
    38     0.0711    0.630    0.662     7.8
    39     0.0619    0.630    0.663     7.7
    40     0.1448    0.611    0.665     7.7
    41     0.0952    0.648    0.687     7.8
    42     0.0713    0.630    0.712     7.8
    43     0.0595    0.648    0.621     7.8
    44     0.0524    0.574    0.649     7.8
    45     0.0626    0.611    0.628     7.8
    46     0.0602    0.519    0.638     7.8
    47     0.1326    0.519    0.569     7.8
    48     0.0805    0.593    0.628     7.7
    49     0.0692    0.630    0.624     7.8
    50     0.0836    0.556    0.569     7.8
[seed=2 size=640 env=02] 末轮 acc 0.556（记进汇总的是这个）   最好 epoch acc 0.648（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=3 size=224 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
     1     0.7071    0.575    0.469     1.8
     2     0.7174    0.575    0.575     1.8
     3     0.6765    0.575    0.568     1.8
     4     0.6635    0.493    0.571     1.8
     5     0.6764    0.479    0.573     1.9
     6     0.6567    0.548    0.570     1.8
     7     0.6857    0.466    0.498     1.8
     8     0.6705    0.452    0.486     1.8
     9     0.7005    0.575    0.625     1.8
    10     0.6430    0.521    0.494     1.8
    11     0.6410    0.548    0.464     1.8
    12     0.6487    0.575    0.566     1.9
    13     0.6780    0.575    0.571     1.9
    14     0.6767    0.575    0.526     1.9
    15     0.6551    0.479    0.541     1.8
    16     0.6588    0.575    0.543     1.9
    17     0.6112    0.575    0.513     1.9
    18     0.6439    0.589    0.514     1.9
    19     0.6345    0.603    0.555     1.9
    20     0.6081    0.603    0.531     1.9
    21     0.5782    0.521    0.550     1.9
    22     0.6214    0.575    0.571     1.9
    23     0.5896    0.507    0.529     1.9
    24     0.6148    0.493    0.464     1.9
    25     0.6124    0.521    0.485     1.8
    26     0.5945    0.425    0.449     1.9
    27     0.5604    0.575    0.548     1.9
    28     0.6792    0.575    0.480     1.9
    29     0.6747    0.575    0.517     1.9
    30     0.6657    0.575    0.542     1.9
    31     0.6522    0.575    0.546     1.9
    32     0.6289    0.562    0.503     1.9
    33     0.5598    0.452    0.486     1.8
    34     0.5647    0.589    0.507     1.9
    35     0.6090    0.589    0.487     1.9
    36     0.5993    0.589    0.604     1.9
    37     0.5335    0.603    0.557     1.9
    38     0.5108    0.589    0.575     1.9
    39     0.6432    0.534    0.506     1.8
    40     0.6591    0.575    0.556     1.9
    41     0.6514    0.466    0.568     1.9
    42     0.6008    0.521    0.572     1.8
    43     0.5640    0.644    0.751     1.8
    44     0.4936    0.603    0.642     1.9
    45     0.4577    0.562    0.640     1.8
    46     0.4734    0.575    0.640     1.8
    47     0.4385    0.630    0.678     1.8
    48     0.4198    0.575    0.627     1.8
    49     0.4861    0.603    0.648     1.8
    50     0.4290    0.589    0.641     1.8
[seed=3 size=224 env=00] 末轮 acc 0.589（记进汇总的是这个）   最好 epoch acc 0.644（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=3 size=224 env=01] 训练 418 张 / 测试 105 张 / 每 epoch 26 个 batch
 epoch       loss      acc      auc       秒
     1     0.6545    0.867    0.954     2.4
     2     0.5332    0.886    0.959     2.5
     3     0.4244    0.686    0.947     2.4
     4     0.4445    0.886    0.962     2.4
     5     0.3412    0.924    0.972     2.4
     6     0.3170    0.952    0.969     2.4
     7     0.2860    0.848    0.957     2.4
     8     0.3259    0.848    0.974     2.4
     9     0.2491    0.895    0.965     2.4
    10     0.3297    0.857    0.943     2.4
    11     0.2272    0.810    0.952     2.4
    12     0.2772    0.914    0.950     2.4
    13     0.2520    0.876    0.925     2.4
    14     0.1887    0.914    0.959     2.4
    15     0.2009    0.838    0.946     2.4
    16     0.1960    0.914    0.963     2.4
    17     0.2121    0.886    0.953     2.4
    18     0.2099    0.848    0.959     2.4
    19     0.2500    0.810    0.917     2.4
    20     0.2264    0.905    0.945     2.4
    21     0.3045    0.867    0.934     2.4
    22     0.2413    0.857    0.913     2.4
    23     0.2211    0.895    0.943     2.4
    24     0.1696    0.924    0.966     2.4
    25     0.1447    0.838    0.962     2.4
    26     0.1895    0.876    0.955     2.4
    27     0.1748    0.914    0.960     2.4
    28     0.1702    0.771    0.927     2.4
    29     0.1853    0.886    0.960     2.4
    30     0.1916    0.867    0.954     2.4
    31     0.1657    0.867    0.966     2.4
    32     0.1351    0.876    0.967     2.4
    33     0.2166    0.752    0.903     2.4
    34     0.1986    0.933    0.964     2.4
    35     0.1296    0.876    0.939     2.4
    36     0.1479    0.886    0.939     2.4
    37     0.1497    0.933    0.968     2.4
    38     0.1613    0.829    0.927     2.4
    39     0.2317    0.781    0.876     2.4
    40     0.1841    0.914    0.942     2.4
    41     0.1497    0.905    0.957     2.4
    42     0.1283    0.876    0.951     2.5
    43     0.1536    0.905    0.963     2.4
    44     0.2474    0.886    0.937     2.4
    45     0.1388    0.876    0.962     2.4
    46     0.1440    0.924    0.966     2.4
    47     0.1443    0.886    0.965     2.4
    48     0.1393    0.867    0.955     2.4
    49     0.1096    0.838    0.965     2.4
    50     0.0879    0.914    0.974     2.4
[seed=3 size=224 env=01] 末轮 acc 0.914（记进汇总的是这个）   最好 epoch acc 0.952（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=3 size=224 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     0.7477    0.574    0.569     1.5
     2     0.6701    0.537    0.592     1.5
     3     0.6205    0.556    0.626     1.5
     4     0.5747    0.593    0.644     1.5
     5     0.5190    0.611    0.668     1.5
     6     0.4999    0.574    0.624     1.5
     7     0.4603    0.630    0.708     1.5
     8     0.4329    0.574    0.686     1.5
     9     0.3715    0.574    0.655     1.5
    10     0.3658    0.630    0.638     1.5
    11     0.3639    0.574    0.624     1.5
    12     0.2276    0.648    0.614     1.5
    13     0.2777    0.574    0.672     1.5
    14     0.3121    0.537    0.638     1.5
    15     0.2668    0.593    0.649     1.5
    16     0.2595    0.574    0.610     1.5
    17     0.2615    0.537    0.631     1.5
    18     0.2213    0.630    0.649     1.5
    19     0.1903    0.611    0.640     1.5
    20     0.2884    0.574    0.628     1.5
    21     0.1670    0.574    0.623     1.5
    22     0.2352    0.611    0.641     1.5
    23     0.2055    0.611    0.640     1.5
    24     0.2205    0.630    0.661     1.5
    25     0.1636    0.556    0.665     1.5
    26     0.1749    0.667    0.732     1.5
    27     0.2231    0.611    0.668     1.5
    28     0.2046    0.648    0.748     1.5
    29     0.1889    0.611    0.673     1.5
    30     0.2650    0.574    0.666     1.5
    31     0.1411    0.593    0.673     1.5
    32     0.1894    0.630    0.663     1.5
    33     0.1889    0.593    0.645     1.5
    34     0.1629    0.537    0.649     1.5
    35     0.1689    0.556    0.645     1.5
    36     0.1424    0.593    0.679     1.5
    37     0.2277    0.630    0.670     1.5
    38     0.2615    0.593    0.656     1.6
    39     0.1917    0.556    0.645     1.5
    40     0.1711    0.574    0.669     1.5
    41     0.1156    0.630    0.666     1.5
    42     0.2264    0.574    0.621     1.5
    43     0.1931    0.593    0.641     1.5
    44     0.1574    0.611    0.689     1.5
    45     0.1486    0.611    0.672     1.5
    46     0.1911    0.630    0.655     1.5
    47     0.1666    0.611    0.684     1.5
    48     0.1686    0.630    0.672     1.5
    49     0.1391    0.556    0.663     1.5
    50     0.1476    0.611    0.640     1.5
[seed=3 size=224 env=02] 末轮 acc 0.611（记进汇总的是这个）   最好 epoch acc 0.667（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=3 size=640 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
     1     0.7523    0.452    0.484    10.2
     2     0.6713    0.575    0.509    10.3
     3     0.6407    0.493    0.527    10.2
     4     0.6504    0.452    0.529    10.3
     5     0.5992    0.562    0.598    10.3
     6     0.5571    0.507    0.600    10.3
     7     0.5232    0.616    0.613    10.2
     8     0.4735    0.575    0.622    10.3
     9     0.4187    0.562    0.600    10.2
    10     0.4705    0.644    0.639    10.3
    11     0.4005    0.575    0.646    10.2
    12     0.3998    0.589    0.654    10.3
    13     0.3468    0.603    0.657    10.2
    14     0.3065    0.616    0.615    10.1
    15     0.2377    0.616    0.644    10.1
    16     0.2582    0.616    0.677    10.2
    17     0.2544    0.548    0.614    10.2
    18     0.1814    0.575    0.683    10.4
    19     0.1810    0.699    0.677    10.3
    20     0.1065    0.616    0.669    10.2
    21     0.2682    0.671    0.740    10.2
    22     0.1597    0.616    0.674    10.2
    23     0.1292    0.575    0.638    10.3
    24     0.1270    0.589    0.637    10.3
    25     0.1317    0.630    0.646    10.4
    26     0.0926    0.589    0.612    10.3
    27     0.1684    0.630    0.641    10.2
    28     0.1242    0.575    0.606    10.3
    29     0.0814    0.630    0.611    10.2
    30     0.0460    0.521    0.627    10.3
    31     0.0688    0.562    0.639    10.3
    32     0.1015    0.534    0.618    10.2
    33     0.1482    0.575    0.595    10.3
    34     0.0827    0.575    0.618    10.2
    35     0.1036    0.575    0.570    10.3
    36     0.1537    0.534    0.588    10.3
    37     0.1262    0.575    0.689    10.3
    38     0.0881    0.562    0.573    10.2
    39     0.1283    0.644    0.660    10.3
    40     0.0819    0.507    0.580    10.3
    41     0.0561    0.616    0.644    10.2
    42     0.1078    0.589    0.654    10.2
    43     0.0526    0.616    0.637    10.2
    44     0.0149    0.603    0.618    10.3
    45     0.0069    0.616    0.635    10.4
    46     0.0825    0.534    0.619    10.2
    47     0.1475    0.548    0.598    10.2
    48     0.1725    0.521    0.573    10.3
    49     0.1038    0.589    0.629    10.3
    50     0.0246    0.616    0.614    10.2
[seed=3 size=640 env=00] 末轮 acc 0.616（记进汇总的是这个）   最好 epoch acc 0.699（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=3 size=640 env=01] 训练 418 张 / 测试 105 张 / 每 epoch 26 个 batch
 epoch       loss      acc      auc       秒
     1     0.6504    0.695    0.919    14.4
     2     0.5749    0.790    0.917    14.3
     3     0.4506    0.876    0.958    14.4
     4     0.4208    0.733    0.936    14.4
     5     0.3587    0.857    0.965    14.4
     6     0.3166    0.867    0.956    14.5
     7     0.3175    0.895    0.954    14.4
     8     0.2995    0.905    0.949    14.3
     9     0.2628    0.905    0.980    14.5
    10     0.1985    0.914    0.970    14.4
    11     0.2792    0.867    0.963    14.4
    12     0.1849    0.905    0.957    14.3
    13     0.1596    0.886    0.962    14.5
    14     0.2517    0.829    0.957    14.4
    15     0.1589    0.886    0.957    14.3
    16     0.1035    0.857    0.963    14.3
    17     0.1629    0.857    0.943    14.4
    18     0.1252    0.876    0.949    14.4
    19     0.1879    0.857    0.955    14.3
    20     0.1997    0.876    0.972    14.3
    21     0.0943    0.848    0.957    14.4
    22     0.2015    0.790    0.902    14.3
    23     0.1829    0.848    0.959    14.3
    24     0.0803    0.829    0.954    14.3
    25     0.1318    0.905    0.962    14.3
    26     0.2310    0.914    0.976    14.3
    27     0.1034    0.886    0.979    14.2
    28     0.0875    0.905    0.967    14.4
    29     0.1005    0.886    0.943    14.4
    30     0.1263    0.905    0.970    14.3
    31     0.1392    0.905    0.972    14.3
    32     0.0841    0.895    0.980    14.3
    33     0.0966    0.886    0.976    14.4
    34     0.1181    0.895    0.950    14.5
    35     0.0968    0.810    0.956    14.4
    36     0.0896    0.886    0.964    14.3
    37     0.0503    0.838    0.958    14.4
    38     0.0632    0.886    0.964    14.3
    39     0.2704    0.524    0.777    14.5
    40     0.1712    0.819    0.938    14.4
    41     0.1021    0.886    0.950    14.5
    42     0.1132    0.867    0.966    14.4
    43     0.0825    0.876    0.955    14.3
    44     0.0748    0.886    0.948    14.4
    45     0.0533    0.905    0.958    14.5
    46     0.0825    0.838    0.950    14.3
    47     0.0841    0.867    0.948    14.4
    48     0.1280    0.857    0.938    14.4
    49     0.0613    0.895    0.966    14.3
    50     0.0388    0.876    0.954    14.3
