dataset,scope,arch,image_size,seed,env,epoch,acc,auc,loss
HTP,per_env,vit_b_16,224,1,00,38,0.56164,0.54685,0.38723
HTP,per_env,vit_b_16,224,1,00,39,0.50685,0.54992,0.42786
HTP,per_env,vit_b_16,224,1,00,40,0.63014,0.69124,0.3491
HTP,per_env,vit_b_16,224,1,00,41,0.57534,0.58986,0.42546
HTP,per_env,vit_b_16,224,1,00,42,0.58904,0.60983,0.36537
HTP,per_env,vit_b_16,224,1,00,43,0.53425,0.52995,0.33866
HTP,per_env,vit_b_16,224,1,00,44,0.54795,0.57988,0.37325
HTP,per_env,vit_b_16,224,1,00,45,0.54795,0.5745,0.32534
HTP,per_env,vit_b_16,224,1,00,46,0.61644,0.63134,0.36386
HTP,per_env,vit_b_16,224,1,00,47,0.63014,0.67089,0.38961
HTP,per_env,vit_b_16,224,1,00,48,0.60274,0.68049,0.34758
HTP,per_env,vit_b_16,224,1,00,49,0.61644,0.64132,0.27018
HTP,per_env,vit_b_16,224,1,00,50,0.64384,0.6874,0.29999
HTP,per_env,vit_b_16,224,1,01,1,0.53333,0.48349,0.71983
HTP,per_env,vit_b_16,224,1,01,2,0.50476,0.67834,0.66034
HTP,per_env,vit_b_16,224,1,01,3,0.50476,0.78048,0.61581
HTP,per_env,vit_b_16,224,1,01,4,0.74286,0.91074,0.55925
HTP,per_env,vit_b_16,224,1,01,5,0.74286,0.89623,0.45587
HTP,per_env,vit_b_16,224,1,01,6,0.69524,0.76651,0.49869
HTP,per_env,vit_b_16,224,1,01,7,0.8,0.91909,0.47198
HTP,per_env,vit_b_16,224,1,01,8,0.71429,0.8545,0.3901
HTP,per_env,vit_b_16,224,1,01,9,0.84762,0.97714,0.36427
HTP,per_env,vit_b_16,224,1,01,10,0.75238,0.86502,0.39093
HTP,per_env,vit_b_16,224,1,01,11,0.80952,0.97315,0.38851
HTP,per_env,vit_b_16,224,1,01,12,0.8,0.9648,0.32422
HTP,per_env,vit_b_16,224,1,01,13,0.82857,0.94666,0.25873
