dataset,scope,arch,image_size,seed,env,epoch,acc,auc,loss
HTP,pooled_split,vit_b_16,640,0,02,13,0.55556,0.58906,0.40469
HTP,pooled_split,vit_b_16,640,0,overall,14,0.64655,0.73076,0.40491
HTP,pooled_split,vit_b_16,640,0,00,14,0.57534,0.59985,0.40491
HTP,pooled_split,vit_b_16,640,0,01,14,0.77143,0.86829,0.40491
HTP,pooled_split,vit_b_16,640,0,02,14,0.5,0.52735,0.40491
HTP,pooled_split,vit_b_16,640,0,overall,15,0.59052,0.71211,0.38578
HTP,pooled_split,vit_b_16,640,0,00,15,0.57534,0.63287,0.38578
HTP,pooled_split,vit_b_16,640,0,01,15,0.61905,0.84144,0.38578
HTP,pooled_split,vit_b_16,640,0,02,15,0.55556,0.63114,0.38578
HTP,pooled_split,vit_b_16,640,0,overall,16,0.68103,0.74727,0.37263
HTP,pooled_split,vit_b_16,640,0,00,16,0.65753,0.67473,0.37263
HTP,pooled_split,vit_b_16,640,0,01,16,0.74286,0.85922,0.37263
HTP,pooled_split,vit_b_16,640,0,02,16,0.59259,0.61571,0.37263
HTP,pooled_split,vit_b_16,640,0,overall,17,0.7069,0.8044,0.37744
HTP,pooled_split,vit_b_16,640,0,00,17,0.64384,0.72849,0.37744
HTP,pooled_split,vit_b_16,640,0,01,17,0.82857,0.91727,0.37744
HTP,pooled_split,vit_b_16,640,0,02,17,0.55556,0.57784,0.37744
HTP,pooled_split,vit_b_16,640,0,overall,18,0.62069,0.72615,0.32061
HTP,pooled_split,vit_b_16,640,0,00,18,0.61644,0.70968,0.32061
HTP,pooled_split,vit_b_16,640,0,01,18,0.65714,0.79826,0.32061
HTP,pooled_split,vit_b_16,640,0,02,18,0.55556,0.59046,0.32061
HTP,pooled_split,vit_b_16,640,0,overall,19,0.69828,0.78549,0.29034
HTP,pooled_split,vit_b_16,640,0,00,19,0.64384,0.71121,0.29034
HTP,pooled_split,vit_b_16,640,0,01,19,0.8,0.88861,0.29034
HTP,pooled_split,vit_b_16,640,0,02,19,0.57407,0.61431,0.29034
HTP,pooled_split,vit_b_16,640,0,overall,20,0.66379,0.74517,0.26279
HTP,pooled_split,vit_b_16,640,0,00,20,0.64384,0.65361,0.26279
HTP,pooled_split,vit_b_16,640,0,01,20,0.71429,0.87681,0.26279
HTP,pooled_split,vit_b_16,640,0,02,20,0.59259,0.56942,0.26279
HTP,pooled_split,vit_b_16,640,0,overall,21,0.61638,0.71799,0.25987
HTP,pooled_split,vit_b_16,640,0,00,21,0.65753,0.69585,0.25987
HTP,pooled_split,vit_b_16,640,0,01,21,0.66667,0.83491,0.25987
HTP,pooled_split,vit_b_16,640,0,02,21,0.46296,0.51332,0.25987
HTP,pooled_split,vit_b_16,640,0,overall,22,0.65948,0.74446,0.27339
HTP,pooled_split,vit_b_16,640,0,00,22,0.63014,0.68971,0.27339
HTP,pooled_split,vit_b_16,640,0,01,22,0.70476,0.84615,0.27339
HTP,pooled_split,vit_b_16,640,0,02,22,0.61111,0.60589,0.27339
HTP,pooled_split,vit_b_16,640,0,overall,23,0.64655,0.76239,0.24744
HTP,pooled_split,vit_b_16,640,0,00,23,0.57534,0.6659,0.24744
HTP,pooled_split,vit_b_16,640,0,01,23,0.74286,0.89151,0.24744
HTP,pooled_split,vit_b_16,640,0,02,23,0.55556,0.53576,0.24744
HTP,pooled_split,vit_b_16,640,0,overall,24,0.7069,0.77388,0.23971
HTP,pooled_split,vit_b_16,640,0,00,24,0.64384,0.68049,0.23971
HTP,pooled_split,vit_b_16,640,0,01,24,0.8,0.88099,0.23971
HTP,pooled_split,vit_b_16,640,0,02,24,0.61111,0.60729,0.23971
HTP,pooled_split,vit_b_16,640,0,overall,25,0.70259,0.78175,0.21952
HTP,pooled_split,vit_b_16,640,0,00,25,0.68493,0.75269,0.21952
HTP,pooled_split,vit_b_16,640,0,01,25,0.7619,0.86611,0.21952
HTP,pooled_split,vit_b_16,640,0,02,25,0.61111,0.55961,0.21952
HTP,pooled_split,vit_b_16,640,0,overall,26,0.65517,0.75307,0.22566
HTP,pooled_split,vit_b_16,640,0,00,26,0.63014,0.67972,0.22566
HTP,pooled_split,vit_b_16,640,0,01,26,0.70476,0.86357,0.22566
HTP,pooled_split,vit_b_16,640,0,02,26,0.59259,0.60028,0.22566
HTP,pooled_split,vit_b_16,640,0,overall,27,0.63793,0.73357,0.23036
HTP,pooled_split,vit_b_16,640,0,00,27,0.64384,0.72965,0.23036
HTP,pooled_split,vit_b_16,640,0,01,27,0.73333,0.82565,0.23036
HTP,pooled_split,vit_b_16,640,0,02,27,0.44444,0.49229,0.23036
HTP,pooled_split,vit_b_16,640,0,overall,28,0.70259,0.75101,0.1668
HTP,pooled_split,vit_b_16,640,0,00,28,0.65753,0.68126,0.1668
HTP,pooled_split,vit_b_16,640,0,01,28,0.77143,0.84579,0.1668
HTP,pooled_split,vit_b_16,640,0,02,28,0.62963,0.6129,0.1668
HTP,pooled_split,vit_b_16,640,0,overall,29,0.64224,0.70425,0.19075
HTP,pooled_split,vit_b_16,640,0,00,29,0.63014,0.65284,0.19075
HTP,pooled_split,vit_b_16,640,0,01,29,0.72381,0.832,0.19075
HTP,pooled_split,vit_b_16,640,0,02,29,0.5,0.47546,0.19075
HTP,pooled_split,vit_b_16,640,0,overall,30,0.68966,0.76322,0.21288
HTP,pooled_split,vit_b_16,640,0,00,30,0.69863,0.69969,0.21288
HTP,pooled_split,vit_b_16,640,0,01,30,0.78095,0.87228,0.21288
HTP,pooled_split,vit_b_16,640,0,02,30,0.5,0.5582,0.21288
HTP,pooled_split,vit_b_16,640,0,overall,31,0.68103,0.75591,0.16102
